CIN,LLPIN,Entity Status,Date of Incorporation,Paid-up Capital,PAN,GSTIN,GSTR Variance %,ITC Availed,Audited Net Income,Inventory,Accounts Receivable,EBITDA,Long-Term Debt,Cheque Bounces,NACH Returns,OD Utilization,NACH Obligation %,CMR Rank,Asset Classification,Wilful Defaulter,Capacity Utilization,Machinery Status,Promoter Experience,Contingent Liabilities,Auditor Qualifications,Shareholding Pledge,Risk Premium,Target_Decision
L29564GJ1993PTC164100,AAA-5804,Active,2001-08-13,54365035,AOHWG1866U,27OIJOH2076J1Z5,6.23,9785706.3,23622085,251035,17870486,16914163,63854360,0,0,41%,26%,3,Standard,False,70%,Modern,25,356882,Clean,0%,2.04%,1
U64487DL2010PTC738385,AAA-4943,Active,2013-09-18,47770474,XJNDY0363H,27ASJWT5883Q1Z5,8.31,8598685.32,45457169,723929,236354491,895432,20424826,5,3,87%,62%,9,NPA,False,86%,Modern,8,9172376,Adverse,30%,4.07%,0
L92724KA2023PTC060418,AAA-5267,Active,2003-12-23,60546402,GZUQQ9810V,27POWHY6490Y1Z5,0.21,10898352.36,1183972,1442728,16823934,1906717,29299568,1,3,71%,34%,7,SMA-1,False,69%,Legacy,39,10729559,Qualified,21%,3.79%,2
U12206MH2017PTC401179,AAA-4194,Active,2025-01-03,26521648,JWGEL9037X,27SJYTB5879G1Z5,9.63,4773896.64,13557640,2193992,6379130,5480841,17599502,0,0,57%,56%,3,Standard,False,56%,Dilapidated,35,3216157,Clean,39%,5.08%,1
U46550DL1998PTC324044,AAA-6159,Struck Off,2022-09-08,57874685,DJISY9198M,27LZGPO8513P1Z5,1.11,10417443.3,32420589,1628519,126219533,13328148,81298672,0,0,20%,31%,3,Standard,False,57%,Dilapidated,17,3708849,Clean,7%,2.78%,1
U23777TN2002PTC331126,AAA-2616,Active,2022-01-24,38199939,RRWVN8840R,27AJKHW7161Y1Z5,1.98,6875989.02,4450555,3057561,32985863,1512723,50171923,4,1,70%,47%,6,SMA-2,False,86%,Dilapidated,19,4894883,Qualified,15%,3.64%,2
L32644DL2022PTC264021,AAA-3143,Active,2017-11-10,15950225,STVTW6805Y,27IISYH1290J1Z5,6.09,2871040.5,44003409,4961650,167205127,975834,28599999,1,0,20%,14%,3,Standard,False,50%,Dilapidated,24,1855164,Clean,10%,1.26%,1
L50718MH1995PTC255512,AAA-3913,Active,2015-12-28,68599094,HLVXN4058H,27YQPHB2908C1Z5,2.47,12347836.92,1646546,1825614,195648974,1496586,66266461,4,1,67%,12%,5,SMA-2,False,51%,Modern,12,1588694,Qualified,2%,4.69%,2
L18437GJ2010PTC909786,AAA-6879,Active,2018-07-31,50764702,ZRRXX1551F,27OEDIV4583D1Z5,10.58,9137646.36,3834178,2420617,7932924,353127,81109955,3,2,93%,27%,8,NPA,False,93%,Legacy,38,4872691,Adverse,3%,5.44%,0
L79741MH1990PTC953134,AAA-5029,Active,2003-11-13,5585248,CCJBZ9649O,27OEBXI1104V1Z5,4.0,1005344.64,33176712,2607678,36185625,14518015,18571481,0,1,43%,75%,1,Standard,False,84%,Modern,19,54189,Clean,24%,4.25%,1
L20947DL2006PTC735519,AAA-1175,Struck Off,2015-04-17,38581525,ESMFV3555O,27KRYYJ5438C1Z5,4.72,6944674.5,37159846,3048076,3444288,11201150,53640206,7,5,95%,34%,7,SMA-2,True,95%,Legacy,37,3796379,Adverse,14%,1.68%,0
U85442DL2010PTC916186,AAA-7428,Struck Off,2009-11-11,64282953,RFTMP8933V,27KDUNY5751Y1Z5,9.92,11570931.54,1110816,2603158,188802223,873775,54239882,3,3,73%,58%,7,SMA-2,False,50%,Modern,36,4141107,Qualified,31%,0.58%,2
U62787KA2023PTC591264,AAA-3585,Active,2002-02-20,66595575,BFRQU0040T,27RLTJK6861S1Z5,6.05,11987203.5,31710279,4143990,10879062,15502529,82794226,0,0,34%,27%,2,Standard,False,86%,Legacy,9,4307958,Clean,14%,4.35%,1
L63626KA2005PTC787794,AAA-3655,Active,2024-08-10,58943911,OXAHP5262S,27RNGQT6490I1Z5,3.34,10609903.98,2209927,1421341,101954080,245017,21300874,7,4,108%,38%,10,NPA,True,57%,Modern,4,7969598,Adverse,16%,2.04%,0
L12248MH2012PTC742349,AAA-8436,Active,2005-04-20,68958765,EDWAY8631L,27OQHDL0318Q1Z5,3.57,12412577.7,13829171,95800,105605716,7086055,76089769,1,1,23%,22%,3,Standard,False,82%,Legacy,16,8756415,Clean,30%,1.76%,1
L86820DL1997PTC094254,AAA-7668,Dormant,2012-07-25,16530524,YWZII8100D,27ZTYTA7110B1Z5,11.83,2975494.32,11897012,3181304,245995900,12924927,48869235,1,1,21%,45%,3,Standard,False,84%,Dilapidated,6,1235601,Clean,7%,4.74%,1
U86073DL1990PTC277147,AAA-4686,Active,2012-10-08,53908628,YLZRR1085S,27MDCRB7323B1Z5,3.42,9703553.04,32400534,1419275,69572318,10714698,32682981,0,0,29%,49%,2,Standard,False,83%,Legacy,37,1268994,Clean,19%,3.04%,1
U95249TN2017PTC584535,AAA-9132,Active,2000-07-29,31290213,FWCVH2376J,27EOZTQ0489M1Z5,1.42,5632238.34,48614274,4904419,2273503,2396309,33511761,1,0,54%,48%,2,Standard,False,90%,Dilapidated,34,1752440,Clean,24%,4.7%,1
L47731KA2024PTC203436,AAA-8956,Active,2011-06-17,3057990,ANJRB8735Y,27QLGQT7164U1Z5,7.48,550438.2,31059393,3466844,90220553,2483092,22670521,1,1,60%,21%,1,Standard,False,52%,Modern,3,296348,Clean,20%,1.93%,1
L47198KA2005PTC818043,AAA-6931,Active,2008-06-29,25757319,GNTKM4946B,27OIOIK5823X1Z5,10.8,4636317.42,789309,595800,7807057,1533210,53198915,4,1,73%,31%,7,SMA-2,False,44%,Dilapidated,5,4505271,Clean,13%,3.65%,2
U04673KA2006PTC183907,AAA-7504,Active,2003-02-15,59872684,RBGUW3611U,27EROND9530L1Z5,1.95,10777083.12,9039996,1963211,205913163,15442459,40219256,1,1,50%,67%,3,Standard,False,51%,Dilapidated,28,9007122,Clean,45%,4.84%,1
L78319TN2003PTC340143,AAA-6891,Active,2025-02-18,16148174,ZLWHE4331Q,27FKPRP1710W1Z5,11.48,2906671.32,1843284,2750241,13584656,6661326,23532644,0,0,58%,32%,2,Standard,False,65%,Legacy,3,2996276,Clean,32%,4.68%,1
L05869DL2014PTC320756,AAA-1382,Active,2019-03-26,70719243,IRBEA7506J,27XDJLH7354I1Z5,1.24,12729463.74,5776473,3079888,33603698,7974174,40457483,1,0,12%,74%,2,Standard,False,61%,Modern,15,2335184,Clean,18%,1.44%,1
L27122MH2011PTC281345,AAA-5372,Active,1998-12-19,51791992,FNIPY3339G,27MHGLX4687U1Z5,4.49,9322558.56,6960264,4873712,222232349,12509129,80236667,1,0,32%,14%,2,Standard,False,91%,Dilapidated,14,8634297,Clean,6%,2.87%,1
U60007KA2012PTC073914,AAA-2645,Struck Off,2013-01-20,3651573,ZYGKD8137J,27LKFGK8152L1Z5,3.09,657283.14,2581930,1586652,182207019,702646,72934634,2,1,75%,39%,5,SMA-1,False,50%,Legacy,3,375302,Clean,8%,2.31%,2
U41802DL2002PTC394191,AAA-2757,Active,2005-02-14,25566206,JCTPC9252D,27NJDQN7350Y1Z5,6.23,4601917.08,2638292,930236,111662072,1943198,25722387,1,3,88%,57%,5,SMA-2,False,86%,Dilapidated,34,790643,Clean,22%,1.96%,2
U01888TN2009PTC681346,AAA-9075,Active,2009-10-13,10884239,ZPSRG5762B,27IPWSL9806R1Z5,0.18,1959163.02,24393801,744600,40101853,19555293,96462878,0,1,18%,29%,2,Standard,False,81%,Legacy,13,177514,Clean,1%,3.14%,1
U70224KA2003PTC515146,AAA-1588,Active,2012-11-11,16448257,YKDFX6110Q,27CPHIJ6197W1Z5,10.21,2960686.26,109419,3569348,54780578,375465,99958081,2,1,67%,55%,4,SMA-1,False,56%,Legacy,30,881407,Clean,12%,1.03%,2
U21829DL2013PTC795704,AAA-8170,Active,2024-05-16,7331230,LCTLD2231L,27IVZEY7200N1Z5,11.72,1319621.4,4589675,2225473,47485150,1544629,91446499,4,2,88%,54%,10,SMA-2,True,74%,Legacy,35,852257,Adverse,50%,3.61%,0
U06977DL1992PTC489080,AAA-8278,Active,2025-08-13,8128507,ZBDLJ5331Q,27FTDPS4206E1Z5,7.41,1463131.26,5141323,1465770,14827710,6650538,35142878,0,0,12%,65%,3,Standard,False,65%,Dilapidated,27,1202249,Clean,4%,5.45%,1
L01267DL2007PTC148543,AAA-6512,Active,2004-12-31,47652011,RHMTF5214T,27SONDB0711B1Z5,5.23,8577361.98,1369997,4742189,47254812,785041,59985748,4,5,107%,17%,10,NPA,True,52%,Modern,20,9069642,Adverse,21%,4.02%,0
L73800MH2012PTC684320,AAA-9636,Active,2012-06-23,40049303,YIDQX2735X,27YBAJO5424C1Z5,1.66,7208874.54,11648498,4501761,207802428,17269056,65265305,0,0,22%,69%,2,Standard,False,57%,Dilapidated,32,5137835,Clean,35%,4.83%,1
U77711GJ2006PTC512142,AAA-9762,Active,1997-07-15,30107574,OJEBZ0251B,27NYNEL6121P1Z5,4.38,5419363.32,4578023,4903389,265103910,1954591,40542350,3,3,87%,11%,8,NPA,False,69%,Legacy,19,5713432,Qualified,20%,2.37%,0
U87617GJ1998PTC109443,AAA-1772,Dormant,2006-09-17,62962647,TULYH9862U,27PYRGZ4996R1Z5,2.02,11333276.46,13314843,819608,180910168,12445773,59785359,1,0,17%,67%,3,Standard,False,41%,Dilapidated,6,8493075,Clean,15%,3.83%,1
L79456GJ2024PTC484664,AAA-2231,Active,2022-01-26,28874892,MTOOK9497I,27DDYMD1254K1Z5,1.96,5197480.56,1593823,1753481,221068794,1013797,71682414,2,2,70%,16%,6,SMA-2,False,60%,Legacy,12,1634672,Qualified,42%,2.0%,2
U91618DL1995PTC473265,AAA-5549,Active,1997-09-11,68728820,PUDPV6269O,27XSPWO3010L1Z5,7.43,12371187.6,19674751,1344857,301791364,5613477,55132191,0,1,30%,30%,2,Standard,False,80%,Modern,6,8487032,Clean,9%,5.26%,1
U97744GJ1994PTC601412,AAA-9412,Active,2022-01-03,60700445,THEQB8847Q,27APIJO8464V1Z5,7.64,10926080.1,1452548,988741,3055605,5189898,86746083,1,1,19%,52%,3,Standard,False,46%,Legacy,30,6283017,Clean,45%,1.53%,1
U35591MH1995PTC141531,AAA-3323,Active,1998-06-05,33986313,QSFLV0948D,27HKWCQ9480X1Z5,5.89,6117536.34,26841175,4237765,179125997,8400752,92414902,7,5,110%,63%,10,SMA-2,False,55%,Modern,13,1698229,Adverse,5%,0.55%,0
L14131GJ2011PTC244619,AAA-5390,Active,2014-04-11,73672127,EBIXI7342N,27SSEUL3715R1Z5,11.27,13260982.86,2564108,4202502,71769036,1829954,24836197,6,3,94%,58%,10,SMA-2,False,80%,Dilapidated,26,12349051,Qualified,28%,2.66%,0
U71127MH1995PTC038263,AAA-5273,Active,2016-02-22,60258205,FCIHF1910K,27CREVX7420W1Z5,10.62,10846476.9,13798984,1090332,374116201,17480678,25642913,1,1,44%,12%,2,Standard,False,42%,Legacy,30,2963027,Clean,30%,1.74%,1
L17977GJ2005PTC352803,AAA-6504,Struck Off,2013-02-07,45352613,ZVCWV7136K,27NRZJJ8535B1Z5,3.84,8163470.34,1742046,3788215,28966741,15494875,64712884,1,1,14%,15%,1,Standard,False,62%,Dilapidated,9,4863269,Clean,6%,1.02%,1
U75471GJ1990PTC431297,AAA-4185,Active,2023-09-18,34083020,DAWMC1028H,27SUTOQ3451Y1Z5,8.29,6134943.6,2727886,2625895,107344492,402750,57759804,3,5,87%,52%,8,SMA-2,False,41%,Modern,29,4174421,Adverse,21%,1.64%,0
U00267KA1994PTC727034,AAA-8689,Active,2009-07-27,70144254,OBDVY6116A,27KMQHE6254B1Z5,9.86,12625965.72,6182481,1877112,6468311,13362112,62642359,1,1,12%,20%,3,Standard,False,51%,Legacy,31,7783021,Clean,28%,0.84%,1
L40578TN2014PTC788802,AAA-5029,Active,2010-07-31,33859817,QVFXY8850A,27UNHWH3536M1Z5,7.08,6094767.06,21311144,4802084,12238485,2185034,33727343,1,1,46%,35%,3,Standard,False,75%,Legacy,29,2903700,Clean,50%,0.73%,1
U89876TN2017PTC266084,AAA-3860,Active,2011-07-25,51651340,LTNLP7352Q,27PPCYG6045Y1Z5,0.21,9297241.2,2204445,3410931,345307413,1830701,71098677,4,3,78%,68%,7,SMA-2,False,74%,Legacy,24,1441026,Qualified,17%,2.74%,2
U66361GJ1992PTC557919,AAA-6695,Active,2008-07-18,45341255,SLYAP6031M,27GVJPU5511K1Z5,9.57,8161425.9,27755446,1073632,132371281,12568929,32222642,0,1,59%,72%,2,Standard,False,56%,Legacy,8,4771046,Clean,7%,3.03%,1
U90640DL2017PTC179036,AAA-8159,Active,1999-11-25,13747501,VCOJL1462X,27WPYMQ9474J1Z5,7.04,2474550.18,18693361,1766581,15727203,4163343,14315876,0,0,52%,53%,3,Standard,False,86%,Legacy,24,2747122,Clean,37%,3.83%,1
U42436MH2011PTC638865,AAA-6476,Active,2012-02-05,52417201,ETVZX4845Y,27SOKIG5369T1Z5,0.52,9435096.18,2499994,3891688,254810830,1491125,34759872,2,3,71%,14%,7,SMA-2,False,88%,Legacy,16,7407624,Qualified,16%,4.21%,2
L69446DL2022PTC040758,AAA-1611,Active,2003-09-25,27603511,GPDMZ1256H,27YQDGH7766H1Z5,6.13,4968631.98,2884238,2399534,220622743,1955341,41850032,2,1,74%,32%,6,SMA-2,False,66%,Modern,19,2901706,Clean,48%,1.25%,2
L06377TN1990PTC278122,AAA-5924,Active,2002-05-27,59004393,JZQPB7653C,27YXFLU4902C1Z5,8.32,10620790.74,35272523,2082014,4689896,10336670,49328179,1,1,45%,74%,3,Standard,False,88%,Dilapidated,40,8176469,Clean,29%,0.72%,1
L21522GJ1991PTC695637,AAA-2234,Dormant,2012-08-19,7446408,ECHMT6432L,27BSMSN3405N1Z5,1.85,1340353.44,2523299,2178365,53335183,1338502,78384340,2,3,78%,30%,6,SMA-1,False,57%,Modern,16,850149,Qualified,18%,5.17%,2
L27796MH2010PTC811830,AAA-2886,Active,2003-06-14,36635338,KMNQX6328U,27PYXFJ0331M1Z5,2.41,6594360.84,151336,3477233,71136759,1742017,55534184,3,2,60%,65%,7,SMA-1,False,84%,Dilapidated,4,4754468,Clean,35%,4.07%,2
L91091TN1998PTC149406,AAA-7242,Active,2003-08-14,54302076,JZDHS2549C,27LOGDJ7164I1Z5,6.46,9774373.68,1139372,2974158,72364448,997053,90869270,5,3,107%,32%,10,SMA-2,True,64%,Modern,6,6551876,Qualified,3%,1.74%,0
L50428GJ1997PTC577542,AAA-9990,Active,2020-12-28,55064175,SZTEH1802F,27TNXEF6186K1Z5,1.0,9911551.5,675824,16335,76151693,275849,50441791,7,2,93%,73%,7,SMA-2,True,41%,Dilapidated,25,9197821,Qualified,35%,5.14%,0
U36257GJ1998PTC681569,AAA-1221,Active,2005-02-13,67351180,LPPVU9150L,27EZTUE1248H1Z5,9.55,12123212.4,28406291,1571419,256746195,12818876,70553106,0,0,60%,12%,3,Standard,False,52%,Dilapidated,39,2692715,Clean,18%,5.46%,1
L57844DL2007PTC926356,AAA-7202,Active,1997-07-26,44760454,GYNBB3680L,27VHXVA6769N1Z5,7.43,8056881.72,7362790,3727987,135368282,13029924,71724916,1,1,23%,12%,2,Standard,False,42%,Modern,6,1759991,Clean,20%,5.26%,1
L25950DL2013PTC991018,AAA-9733,Active,2008-12-26,4270630,GRXNZ6800Q,27IZFSN8362W1Z5,1.83,768713.4,31109983,2424578,195092373,16349722,6380131,0,0,15%,68%,3,Standard,False,72%,Dilapidated,24,741618,Clean,25%,4.57%,1
L58437GJ2018PTC057761,AAA-1485,Active,1998-06-13,55630901,YFMDS8173U,27AMRIC1669I1Z5,5.9,10013562.18,34003887,1585432,84208231,1439866,64180158,1,0,43%,35%,1,Standard,False,64%,Legacy,15,7310652,Clean,18%,2.77%,1
U39316KA2013PTC592801,AAA-7620,Active,2001-03-10,52536212,QXMPU4771S,27XJDMG3388G1Z5,1.89,9456518.16,4778003,4109750,60459781,566402,75383143,4,2,73%,20%,5,SMA-1,False,91%,Legacy,22,10127015,Qualified,26%,4.3%,2
L76514MH1992PTC687964,AAA-4233,Active,2005-08-05,55346219,DJYPG5382D,27CKTOE3929A1Z5,5.3,9962319.42,997447,934340,125194616,1723144,99869550,1,3,62%,42%,5,SMA-1,False,52%,Modern,16,5477004,Qualified,48%,4.43%,2
L68898GJ1994PTC529887,AAA-9513,Active,2022-08-05,65113774,ZQOMB4756Q,27IZBHU1490B1Z5,9.72,11720479.32,1129582,1178454,400927727,1100928,79558975,4,2,61%,11%,5,SMA-1,False,47%,Dilapidated,39,4719388,Clean,48%,4.14%,2
U97552DL2001PTC516696,AAA-2696,Active,2016-07-22,43702726,BVYXO1504L,27ADENY6249W1Z5,1.62,7866490.68,49789472,526272,136705239,19709870,58536915,1,0,42%,74%,3,Standard,False,65%,Legacy,31,7746912,Clean,20%,3.49%,1
L60465KA2012PTC221808,AAA-1615,Active,2007-04-02,10610563,XZTKH9984N,27WPQLH0344U1Z5,4.53,1909901.34,272018,1677458,45784021,1868282,9452782,3,1,70%,47%,7,SMA-2,False,60%,Legacy,34,2022741,Qualified,44%,5.0%,2
U84180GJ1997PTC103196,AAA-2315,Active,2006-11-22,33645689,ZVBOK7819O,27GVYUP3764M1Z5,4.45,6056224.02,11558948,1830106,69283954,17203853,15265212,1,0,24%,16%,2,Standard,False,81%,Dilapidated,9,6403505,Clean,16%,5.49%,1
U91378KA2009PTC448900,AAA-5554,Active,2020-08-27,1057521,FFMPU7163G,27ZAHZH1880N1Z5,0.16,190353.78,3321968,2948287,28963608,2999828,45675345,0,1,48%,60%,3,Standard,False,55%,Legacy,13,160653,Clean,13%,1.78%,1
U67731GJ1998PTC198144,AAA-9015,Active,2017-04-19,47537663,CQNXT0239Z,27QYUOS8292D1Z5,9.72,8556779.34,2856021,3742153,151143249,748174,91941242,4,1,62%,46%,6,SMA-2,False,94%,Legacy,22,6070083,Clean,30%,0.62%,2
U62727DL2011PTC216310,AAA-2218,Active,2016-12-18,61496774,BMSXJ6674O,27HSAED8343Y1Z5,2.25,11069419.32,49226588,527984,137843145,18539523,83052468,8,5,85%,44%,10,SMA-2,False,51%,Modern,32,12103185,Qualified,49%,4.12%,0
U04282MH2020PTC753043,AAA-5780,Active,2005-10-13,26145483,ORNUK9535U,27LFEKT8161Y1Z5,1.1,4706186.94,48605571,4658636,240445335,3785176,83708038,0,1,37%,44%,2,Standard,False,77%,Dilapidated,8,4165820,Clean,8%,4.43%,1
L33098MH2000PTC018745,AAA-4837,Struck Off,2007-12-14,54902015,BJOPX0391K,27LBAHR8210U1Z5,2.55,9882362.7,38575323,4005191,15301042,3911311,75027423,1,1,60%,71%,2,Standard,False,48%,Legacy,29,10521678,Clean,46%,4.52%,1
U36470GJ2003PTC265696,AAA-4992,Active,2020-07-18,26357298,ZRVBI0077X,27CHYJN9798S1Z5,1.3,4744313.64,1053700,4963276,10017017,700076,37737595,4,1,81%,73%,6,SMA-1,False,53%,Modern,15,2652525,Qualified,29%,0.63%,2
L33939DL2007PTC797634,AAA-1403,Active,2010-07-04,58820984,HBZNA2703T,27WVNMT9351L1Z5,6.59,10587777.12,1363385,670952,373453958,1019034,32854223,3,3,75%,20%,6,SMA-2,False,46%,Modern,28,4125676,Qualified,11%,2.77%,2
U73708TN2008PTC988914,AAA-7249,Active,2010-08-01,4795784,ZCEEH6943H,27HEQLG1186T1Z5,7.21,863241.12,4217603,917218,118417339,1250549,50373318,3,3,74%,26%,6,SMA-2,False,72%,Legacy,4,817097,Clean,17%,1.15%,2
U20955GJ2018PTC357194,AAA-6438,Active,2013-06-20,55126257,KSKBO9790F,27NUAKM6644K1Z5,6.86,9922726.26,28864022,1933014,2719597,11157174,70923760,5,5,91%,59%,9,NPA,False,77%,Modern,22,2569414,Adverse,21%,1.87%,0
L39598TN2022PTC235830,AAA-6259,Active,2003-08-07,56695294,GSTOS8336H,27CJEUX1057V1Z5,3.24,10205152.92,2577607,1381995,320828984,605151,69273994,3,3,62%,25%,4,SMA-1,False,40%,Modern,5,6341145,Clean,24%,1.78%,2
U80933DL2002PTC704325,AAA-4749,Active,1996-04-22,19532087,GJXXO5439W,27EDDLW0233J1Z5,6.84,3515775.66,15646355,1984184,34000754,17731035,79958322,0,0,60%,45%,1,Standard,False,71%,Legacy,34,2666359,Clean,11%,2.02%,1
U61640MH2011PTC170644,AAA-4885,Active,2000-04-13,23464852,ALPHY5099Q,27ELABC8802K1Z5,5.47,4223673.36,4067130,139672,31889727,1023577,86433713,4,2,103%,14%,10,SMA-2,False,89%,Modern,30,2383378,Adverse,4%,1.83%,0
U05615MH2005PTC755462,AAA-7638,Active,2007-09-07,48797920,HHZHX3988N,27AJCXZ1978R1Z5,8.78,8783625.6,15742155,2417967,116768023,16922053,5286072,1,0,34%,32%,1,Standard,False,65%,Modern,8,9707314,Clean,41%,0.63%,1
L84376TN1994PTC091898,AAA-3401,Struck Off,2005-01-25,35866077,CYKIQ8490D,27CXFII5278B1Z5,7.76,6455893.86,3793692,276658,32531430,1579597,38253054,2,2,84%,41%,7,SMA-1,False,87%,Modern,33,6055049,Clean,30%,0.77%,2
U45598DL2000PTC437281,AAA-2125,Active,1996-10-22,67539346,SAYMR9537R,27RJVZX5736L1Z5,8.03,12157082.28,891085,2236915,11505685,1973990,75106818,2,1,88%,59%,6,SMA-2,False,89%,Modern,40,13382254,Qualified,43%,2.19%,2
L79209KA2019PTC985487,AAA-8735,Active,2004-07-05,30452831,ADCUE7888F,27KMYMD0401H1Z5,9.52,5481509.58,37866376,3781548,150353763,2935201,77853290,1,1,59%,49%,3,Standard,False,59%,Modern,21,5488656,Clean,49%,3.6%,1
U49239DL1998PTC816140,AAA-9087,Struck Off,2008-05-11,29919111,VMLFL9946U,27VOTDF3631K1Z5,7.89,5385439.98,13221591,4516793,21200506,4982946,30834434,0,1,10%,46%,1,Standard,False,64%,Dilapidated,3,3462879,Clean,12%,2.43%,1
L91452KA1992PTC215241,AAA-1711,Active,1997-06-06,56660266,JBISB3975J,27HDLUU9614B1Z5,4.41,10198847.88,4825008,1730006,71334611,639275,67913636,1,1,85%,47%,5,SMA-1,False,70%,Modern,20,4747890,Clean,35%,1.43%,2
U71664MH2005PTC338735,AAA-5434,Active,2007-11-11,45643947,NBZHR1814P,27OENRA5897A1Z5,3.6,8215910.46,9684622,2807751,45758774,587446,92132178,0,1,34%,51%,2,Standard,False,80%,Modern,7,2762868,Clean,7%,1.25%,1
U56636DL1994PTC632397,AAA-5368,Active,1999-05-15,2149930,LSJYC7619D,27AFOKY5853J1Z5,0.19,386987.4,3654203,2598737,124436979,1719201,71651331,2,3,67%,37%,6,SMA-1,False,63%,Dilapidated,33,243370,Clean,17%,4.96%,2
U13666GJ2010PTC453511,AAA-9693,Active,2012-11-01,63255464,YINBM8110T,27UCAXF2790R1Z5,1.79,11385983.52,2283830,2077013,304223897,1205382,12973148,6,4,108%,19%,9,NPA,True,55%,Legacy,30,4125357,Adverse,28%,4.64%,0
U15141MH2018PTC726681,AAA-6130,Active,2006-05-06,22458086,ZBCQG3628F,27ARXZG4330V1Z5,2.38,4042455.48,6881746,3224878,147938740,17882929,86356339,1,1,17%,25%,2,Standard,False,40%,Legacy,40,2619222,Clean,50%,2.75%,1
U64670KA2020PTC007373,AAA-3266,Active,2024-01-26,12533899,MEQUE3179R,27BSCWC7012Y1Z5,6.8,2256101.82,1390280,684267,223552112,751287,20042248,2,1,60%,21%,4,SMA-1,False,77%,Legacy,33,694441,Qualified,48%,4.56%,2
L42746KA1996PTC134622,AAA-4492,Active,2013-01-21,81293472,NLILY2931U,27EALYO7149N1Z5,5.53,14632824.96,4050251,1206827,47937213,1954882,17781743,7,5,109%,27%,7,NPA,True,63%,Modern,5,11249988,Qualified,50%,3.77%,0
U21274TN2005PTC245742,AAA-8690,Active,2008-08-10,81517505,FKFUS0860O,27USJSQ2856S1Z5,2.48,14673150.9,14664271,3731417,242833875,13182198,22900285,0,0,42%,56%,1,Standard,False,66%,Modern,33,14021593,Clean,11%,1.45%,1
U40162GJ2006PTC673502,AAA-1107,Active,2006-01-16,63090751,TEDJS1365E,27VCUMD7402K1Z5,6.23,11356335.18,26066749,3699377,19249775,9795539,2295376,0,0,46%,42%,2,Standard,False,82%,Dilapidated,6,5585502,Clean,33%,1.03%,1
L34268KA2006PTC783899,AAA-8299,Struck Off,2025-11-20,28471595,ORUCC2892M,27DEPAD9415A1Z5,4.1,5124887.1,874125,2103604,12470541,1945417,39549720,3,2,63%,56%,4,SMA-1,False,78%,Dilapidated,17,2124911,Qualified,48%,1.25%,2
U36732MH1996PTC255994,AAA-1800,Active,2016-04-20,10705412,BTKIL6058B,27LBWSU0391E1Z5,7.83,1926974.16,34905169,2626186,38763235,5474301,33643338,5,2,93%,38%,10,NPA,False,54%,Dilapidated,9,110886,Adverse,0%,5.1%,0
U78352KA2013PTC955640,AAA-8047,Active,2016-10-16,38506708,UHTNR0257I,27JNZHU6136L1Z5,5.28,6931207.44,8814498,3502904,57442064,4209085,84615078,1,0,13%,75%,1,Standard,False,80%,Dilapidated,39,1924970,Clean,30%,1.42%,1
U73546GJ2006PTC031215,AAA-4900,Active,2008-05-19,37691506,PVCMM9851F,27SAWYA8144P1Z5,10.81,6784471.08,1460772,4134973,26041438,1880420,78887903,4,2,62%,31%,5,SMA-1,False,81%,Modern,9,5827204,Qualified,29%,5.28%,2
U78825MH2018PTC477160,AAA-9027,Active,2010-04-09,54799358,TQIXW9740Y,27ONESM9750F1Z5,11.11,9863884.44,25099949,1145218,119375738,6612258,24768817,6,3,95%,35%,10,SMA-2,True,74%,Legacy,34,8068282,Qualified,42%,2.63%,0
L68408DL2020PTC445810,AAA-7616,Active,2016-08-11,32945862,YMXYZ9004O,27YZCZY8881E1Z5,2.33,5930255.16,2967520,3930943,101894285,1856884,31782113,4,2,79%,30%,6,SMA-1,False,61%,Legacy,11,5710502,Qualified,32%,3.68%,2
L17329DL2000PTC607188,AAA-7816,Active,2022-07-15,72004791,NZWRY3810L,27CSDKL1637I1Z5,6.62,12960862.38,19944496,3218210,211879649,4118339,7714068,0,0,17%,21%,2,Standard,False,86%,Legacy,13,2439325,Clean,41%,2.27%,1
U45346TN2000PTC608210,AAA-3139,Active,1999-04-25,42050093,HJSLW4560Y,27NKXMT6651T1Z5,6.69,7569016.74,979176,4721128,270613679,369284,41423513,4,5,88%,75%,7,SMA-2,True,51%,Legacy,4,2507098,Qualified,12%,2.48%,0
L49845MH2024PTC979435,AAA-7384,Active,2014-11-19,48446270,DNFPS0068B,27OBBJE6778W1Z5,11.62,8720328.6,2899996,3737525,17960433,645257,86060409,3,3,75%,29%,4,SMA-1,False,55%,Legacy,37,4587730,Clean,31%,2.76%,2
U56824GJ2007PTC564194,AAA-2953,Active,2016-05-21,46209081,HSKXS9508W,27KVEKH4652H1Z5,0.63,8317634.58,48294500,4628431,9393317,19910258,32139724,1,0,34%,48%,1,Standard,False,66%,Modern,39,7544808,Clean,15%,1.9%,1
L82246TN2018PTC174562,AAA-3004,Active,2002-10-18,45223874,ODRQQ3437L,27FRKLZ5922S1Z5,2.67,8140297.32,1237203,2892303,5766664,1672207,16740753,1,2,73%,45%,7,SMA-2,False,57%,Legacy,11,4026231,Qualified,9%,3.17%,2
L35284GJ2017PTC524308,AAA-9064,Active,2018-01-12,48853859,KMJVV0503O,27PNNSU1509X1Z5,11.05,8793694.62,26880419,2591696,356938308,5629592,23066973,8,5,89%,66%,7,NPA,True,70%,Modern,7,2502219,Qualified,3%,1.99%,0
